Restaurant ID,Author Name,Author City,Review Date,Review Rating,Review Content
stock-and-barrel-knoxville,Laura D.,"Portland, OR",9/8/2022,5.0,"Great service, great ambiance and great food. Note: The only way to make a reservation is to get on the wait list via the yelp app, so be sure to do that otherwise you'll be waiting 60-90mins putting your name in upon arrival."
stock-and-barrel-knoxville,Corissa L.,"Saint Petersburg, FL",3/8/2022,3.0,"The Fried Dill Pickles were yummy and addictive. When they came out, we thought that that there was no way we were going to finish them, but there were only a few left when we were done. So my 3-star review is primarily based on my husband's assessment of the burger, which he said wasn't that great. Edible, but definitely one of the best burgers he's had. And trust me, he eats a lot of burgers. He left me a bit to try, but it was cold by then, so definitely wasn't great. I was trying to eat lighter, so I had the Wedge Salad. It was good, but nothing special. And salads aren't really the reason why you would visit this place. I will have to say that the server and management were great. They accidentally put dressing on my salad when I asked for it on the side. I said it was fine, but they offered to charge me 1/2 price for the salad, which was service-oriented and we appreciated."
stock-and-barrel-knoxville,Danielle H.,"Hilliard, OH",6/8/2022,3.0,"I'm going to start by saying I've been here many times and the food is amazing! Here is my issue, we went today at 4:30pm, party of 8. Four adults, four kids. The restaurant was not busy. We asked to be seated together, obviously, and we were informed that there were no two tables open with the same server. Okay, so switch tables with servers while we are there eating. I served for many years through high school and college, this didn't seem like a difficult request. My mangers told us who we were serving, they didn't ask us. That didn't seem to be an option. This might be the worst case of customer service I've seen. I've attached pictures of how we sat, as a family, for lunch. If I owned this establishment, I'd be talking to my manager about what customer service looks like. I'm very disappointed in a place I really used to love."
stock-and-barrel-knoxville,Noah R.,"Downtown, Nashville, TN",9/3/2022,5.0,Some of the best burgers and a great atmosphere. A good to in Knoxville we just love it!
stock-and-barrel-knoxville,Adriana F.,"Sparta Township, NJ",7/27/2022,5.0,"I came here with my husband for lunch on a rainy Monday afternoon. It was crowded, but the hostess seated us promptly at one of the last open tables. Right off the bat, I loved the vibe and energy of this place with its lit up, lively bar. I also liked the modern, brightly painted portraits of famous people decorating the walls. Our waitress took our drink order right away and was very attentive during our whole lunch. My husband and I were dying to try their burgers. I got The Shroomin' burger and my hubby got the Classic Bacon. You can really taste the difference with the Mitchell Family beef that they use for their burgers. This was hands down, one of my favorite burgers of all time. It was perfectly cooked and topped with sautéed mushrooms and a creamy horseradish sauce. If you're a mushroom fan like me, then The Shroomin' burger is for you. In addition to their amazing burgers, they have an extensive selection of bourbons and whiskeys. So, if you like burgers and bourbon/whiskey plus a lively atmosphere, Stock & Barrel will surely not disappoint."
stock-and-barrel-knoxville,Lauren Q.,"Knoxville, TN",8/8/2022,5.0,"One of my favorite burger places in town! Went for lunch with hubby and dogs on 8/8 and had a lovely server girl Dana(?). The Elvis burger with blueberry jam is always my fave, hubby gets the hurt locker - - always upgrade your side to duck fat fries! One of these times we'll try a delicious looking milkshake"
stock-and-barrel-knoxville,Jeff G.,"Glen Carbon, IL",6/3/2022,4.0,"Fantastic bourbon selection. I haven't seen this broad of a selection in a long time. If bourbon is not your game the old fashioned is very good- whoops, that's bourbon! My wife enjoyed a couple of the other mixed drinks- sorry, I'm a bourbon fan. Lol We ate dinner. The farmhouse burger was very good. My wife enjoyed thr Billy burger. This place was crowded on a Thursday night if that tells you anything about its popularity. The service was excellent."
stock-and-barrel-knoxville,Bao N.,"San Jose, CA",5/14/2022,3.0,"3.5 stars... It was fine. Was not bad, not great. I would recommend not paying extra for duck fat fries. I quite enjoy duck fat, but unfortunately, for the duck fat fries, you get no duck fat flavor.It might not be their fault. Ducks are on a diet or something? I hear on the streets that chicks are cutting for their summer bod. Duck show soon? Staying tuned."
stock-and-barrel-knoxville,Chris A.,"Orlando, FL",12/19/2021,5.0,"Every time I visit a new city, I synthesize data that I gather from multiple websites. Just because a restaurant is rated highly on one list doesn't mean it is on other lists. I try and find the restaurant that is most widely accepted as the best, and when I was preparing for my Knoxville trip, Stock & Barrel was that #1 spot. It was universally loved by many different people on many different sites. So, of course I had to check it out. One of things I kept hearing about were the Duck Fat Fries (Rendered Duck Fat + Grated Parmesan + Scallions + Garlic Aioli). I've had duck fat fries before, pretty good ones, so I had to compare. These were better, much better. The duck fat adds another depth of flavor to the fries. It's impossible to describe, but it activates another spot on your tongue and makes you go yum. You'll just have to try these to find out. Easily the most appealing starter on their menu. I also got to share another starter, the Spicy Crab Dib (Lump Crab + Roasted Red Pepper + Pepper Jack + Cream Cheese + Cajun Spices + Scallions + Dusted Pita Chips). Large chunks of lump crab; all you need to know. A nice mix of flavors in the creamy dip, not too spicy. And the pita chips were perfectly crispy. I rationed them and asked for a few more. Solid dish.Then, I got to my burger. There are many different options, and they all sound differently unique, and they all sound delicious. I ended up choosing The Bernie (Mitchell Family Beef + Blue Cheese Crumbles + Benton's Bacon + Blueberry Preserve + Beer Battered Jalapeños). Sounds a little interesting, but the flavors matched up well, the funky cheese, the sweet preserve, and the spicy jalapenos. It all comes together into a fun little burger. I was pleased. And it was all served on a high quality bun that they didn't just get from a mass distributor. Oh, and their onions rings were perfect. Very crispy, and a hefty onion ring inside. Heaven. This place was heaven. Overall, out of everything I ate in this little part of Tennessee, I could see why this place got so much love. They offer a ton of great stuff, and it all seems to be high quality. The next time I'm in town, I'll gladly come to gorgeous downtown Knoxville and check this place out again."
stock-and-barrel-knoxville,Brian C.,"Huntington Beach, CA",12/23/2021,1.0,"Food wise and selection of spirits deserved more stars. But how I was treated at end of my experience left me feeling disturbed and one of the worst experiences leaving an establishment. I did not catch my bartender's name. But she was a younger woman that worked the day shift on December 23, 2021. I came in and asked about the cocktail and Rye selection. She offered a Johnie Walker Rye addition that sparked my interest. There wasn't that much left in the bottle and the pour came out to an ounce. She said she'd knock two dollars off since did not come out to a full pour. Had the chicken sandwich for lunch, and after my shot had a brew.  Meanwhile the bartender was spending most the time stocking, and not actually paying attention to customers. At the end when I tabbed out my bill did not reflect a discount of two dollars. I mentioned to her what she noted, then she said she'd fixed and give 10% off which wasn't $2, instead $1.45. Change is whatever, but I mentioned to her calmly she didn't hold up to what she had said. She gave me a discussed look, got change out of register, gave me my bill and said the change should cover it. Then immediately walked away. Ok chill. Appreciate the food and selection, not a great customer service experience. Left me feeling ill."
stock-and-barrel-knoxville,Matt R.,"Knoxville, TN",12/22/2021,5.0,"Great restaurant. I've been to Stock & Barrel twice already and each time I've been very satisfied with my experience. The place is small but I've never had an issue getting a table, even with a party of 7!The staff are all very friendly and helpful and give great recommendations. I would definitely recommend the onion rings instead of fries as they are delicious and one of the best I've tasted. They also have lots of selection on their menu so everyone can find something they will enjoy. I will definitely be returning here"
stock-and-barrel-knoxville,Dennis L.,"Knoxville, TN",4/29/2022,4.0,"Guys--seriously--just go here. Honestly, I haven't been by in about a year. The food / environment are just as good as my first time soon after they opened a few years ago. Crafted / elevated burgers...a deep bourbon list...and old faithful fresh cut fries or breaded onion rings as chasers...they nail it all. I will say this--be sore to use the Yelp check-in feature or you will wait on line for a few days (maybe a couple of hours) around peak times. This is a small shop but it also speaks to the perpetual popularity of a place that has become a staple on Market Square. Try the Hurt Locker Burger. Yep, you read that correctly."
stock-and-barrel-knoxville,Brooke H.,"Knoxville, TN",4/17/2022,5.0,"This is tiny place with awesome burgers and strong drinks.  I had dinner with my parents here last week and we enjoyed fried green tomatoes to start, burgers for our main, and a variety of creative cocktails.  Everything was memorable and delicious.  The only down sound is that it is very loud inside.  When the weather is nicer, I'll opt for an outside table."
stock-and-barrel-knoxville,Ellen K.,"Pittsburgh, PA",3/30/2022,4.0,"Very popular choice in Market Square in downtown Knoxville, Tennessee. There is a parking garage around the corner that is free on weekends and weeknights.  There are a few high top tables and a pair of regular tables out front with heat lamps is where we sat.  Inside was packed on the Monday night we were there for dinner before sunset. The portion size was very filling.  The burger bun was baked perfectly. The old fashion drink was well prepared. I can see why it's so popular, bourbon and burgers at their best."
stock-and-barrel-knoxville,Michelle C.,"NY, NY",8/1/2022,5.0,Fast and friendly service. Burgers cooked to perfection. Onion rings were the way they should be! Great dinner!
stock-and-barrel-knoxville,Jaden B.,"Fountain City, Knoxville, TN",7/30/2022,3.0,4 burgers and some fried pickles it was 90 bucks and the burgers were not that great but the pickles were amazing and I'm definitely going to make a trip next time just to go get the pickles and they were quite busy but the restaurant is small and I barely seen our server
stock-and-barrel-knoxville,Melanie H.,"Navarre, FL",8/26/2022,3.0,"Not great. Made a reservation, and still had to wait 30 minutes after checking in with the host. The restaurant is extremely loud, so it's hard to have a conversation or hear your server. The food was amazing though...probably the best burger in Knoxville. However, the service and atmosphere was so bad, I don't think I'll go back."
stock-and-barrel-knoxville,Lesley B.,"Knoxville, TN",9/6/2022,1.0,We had a reservation and they still wanted us to wait 30-45 minutes when we checked in (at our reservation tine) and the place next store (not watsons) was awesome and sat us right away. What is the point of a reservation?
stock-and-barrel-knoxville,Rodney W.,"Farmers Branch, TX",1/14/2022,4.0,"Great bar!  Elle was a rockstar bartender. We had the schroomin burger and duck fat fries. It was all incredible. Also had a Greek tomato salad that was reallyGood. Good drinks, good food, good vibes. It's all here."
stock-and-barrel-knoxville,Lucy R.,"Miami, FL",5/14/2022,5.0,"LOVE LOVE LOVE these kind of restaurants ! Simple, rustic decor. Happy go lucky, but incredibly efficient staff with a fun burger menu and outstanding back bar. Desserts were fantastic!"
stock-and-barrel-knoxville,Justin H.,"Knoxville, TN",1/23/2022,4.0,"I have heard people raving about Stock & Barrel for some time now.  One of my neighbors even told me it was the best burger he'd ever had.  So, I went in with high expectations.  Burger-wise:   I think the menu is fairly unique.  They use local meat (Mitchell Farm, if I remember correctly) and have some interesting combinations.  I chose the ""ring of fire"" burger.  It was pretty darned hot because of the habanero.  So, it wasn't a watered down version.  My wife had one with goat cheese and tomato jam.  She liked it fairly well also.  Likes:   They have local meats, bacon, and high quality ingredients.  Gluten free buns are an option too.  Dislikes:  Fries were very weak.  I've had better ones at fast food.  Also, the burger wasn't all that flavorful.  It wasn't particularly well seasoned or grilled.  So, I wouldn't rank it as best in town.  What's better you may ask?  For one, I think MOOYAH is.  Red Robin might be as well. I also found the menu a little bit limited.  It's burgers.  Not a lot else.  Overall:  Pretty good.  A solid B for me.  I would come here if I was downtown and my dinner companions are burger people.  However, it isn't on the level of being a destination -- the type of place that draws me back because the food is awesome."
stock-and-barrel-knoxville,Esther B.,"The Pocket-Greenhaven, Sacramento, CA",3/24/2022,5.0,This place was found while driving and we got hungry and needs some eats ---we did great and everything was tasty and we loved the downtown vibe . We will be back when we are on the road once again.Thanks Stock & Barrell
stock-and-barrel-knoxville,Noel A.,"Jamestown, NC",6/30/2021,5.0,We chose stock and barrel because they are listed In the top 10 in Knoxville. What we didn't know is we'd have our dogs with us. The dogs were welcomed with open arms. Now the food:  the food was delicious. Service was fantastic.Hannah was very conversational and suggested a bourbon that was absolutely delicious.
stock-and-barrel-knoxville,Cassi M.,"Knoxville, TN",12/29/2021,5.0,"This is my favorite place to get onion rings from hands down! My husband loves the burgers and I love the chicken sandwiches or chicken and waffle sandwich, but the onion rings are a must! I always order 2 extra side orders, they are just that good lol. I have also had their wedge salad which was really good as well. They even have a tomato salad that is a good side if you like something lighter. Honestly we have never been disappointed with anything we have gotten from here"
stock-and-barrel-knoxville,Melanie C.,"Tallahassee, FL",4/27/2022,4.0,"I'm always nervous to try places that seem to have rave reviews on every single site when visiting a new city but this one lived up to the reviews. We have been traveling for a few days and our diets have been less than stellar so we knew we need something more real, glad we tried this place and would visit again. Had the heirloom tomato salad with chicken and it was KILLER! The fried green tomatoes were good/okay but as mentioned in my previous reviews I'm a fried green tomato snob. The service was great, bartender was great, vibe was great, beers were great."
stock-and-barrel-knoxville,Wade W.,"Aldie, VA",9/4/2022,5.0,Best burgers you will ever have. Go here way too often. only complaint is that food occasionally takes a little long to come out. Is always worth the wait too. Fried pickles and their onion rings are also amazing.
stock-and-barrel-knoxville,Ashley B.,"Clinton, TN",5/5/2022,5.0,Never had a bad experience here. Burgers and fries are top of the line. I've been to 33 states and I don't know of a better place for a burger
stock-and-barrel-knoxville,Casey I.,"Clinton, TN",9/4/2022,5.0,"Best Burgers in downtown Knoxville! The Duck Fat Fries are also quite tasty. If you're looking for a great experience, look no further."
stock-and-barrel-knoxville,Alicia S.,"OH, OH",7/13/2021,5.0,"Not that Stock & Barrel really needs anyone else to rave about their restaurant, but it's not going to stop me. :)We've been to S&B on many occasions over the past several years having lived in Knoxville in the past, and we recently at their for the first time in six years. Sometimes, I'm really glad things don't change. Their food was still just as good as I remember it. Having lived in states from Texas to cities like Chicago, I can honestly say that their burgers rank in my top two!This past Sunday, we had the Black & Blue and the Bernie. Both are interesting burgers with high-quality ingredients that you just won't get anywhere else. I definitely recommend trying something outside of the box in your visit. You won't regret it."
stock-and-barrel-knoxville,CL R.,"Murrieta, CA",8/18/2022,4.0,"Great wait staff, mixed drinks and burgers. Fries...not so much. A little loud if you're noise sensitive."
stock-and-barrel-knoxville,Tim O.,"Chicago, IL",4/30/2022,5.0,I ordered a burger and a milkshake and enjoyed both items.
stock-and-barrel-knoxville,Buck S.,"Murfreesboro, TN",7/14/2022,5.0,"Great burgers, great fries. Right in market square. Great place to grab a bite to eat with new or old friends. Full bar."
stock-and-barrel-knoxville,Salmaan T.,"Washington, DC",7/12/2022,5.0,"Still the best burger in Knoxville. Beefy burger, fresh ingredients, super tasty. Hasn't been since covid pandemic but it's just as good as before. The toppings were as much as the burger. Loved it. Will definitely be back!"
stock-and-barrel-knoxville,Emily S.,"Johnson City, TN",4/27/2022,5.0,"Such an amazing place to eat. We traveled from Johnson City, TN and just had to give it a try since my husband and I love bourbon and burgers. The bison burger was one of the best burgers ive had in forever, and the bourbon selection was excellent. I also must mention that the bartender was above and beyond great and we really appreciated his passion with making drinks and talking about the different bourbon options. We will most definitely be back."
stock-and-barrel-knoxville,Paula K.,"Bloomingdale, GA",6/21/2022,5.0,"Excellent service and the best burgers, fries, and onion rings.  The best part was you can get a half order of fries and a half order of rings.  I ordered the Hurt Locker.  I wish Ibwould have ordered a bowl of that in house made pimento cheese with a kick and an order of them fried green tomatoes but it was also fantastic stacked up on my burger with bacon and bourbon onions.  This is a must try burger if you like pimento cheese!  Great fries and rings.  But that service with a smile was the best.  Very helpful when deciding what to order.  I will be back on my next trip to Knoxville!"
stock-and-barrel-knoxville,Amber S.,"Los Angeles, CA",10/30/2021,5.0,"Came here as a pit stop around 3 pm on a Monday on my way to Nashville and was seated immediately at the bar. I got the $7 duck fat fries, which was delicious and a good serving size! You can definitely taste the duck fat, which I appreciated. The sauce had a mustard flavor to it, which was nice to mix up the palette a bit, though you could definitely eat the fries alone. Would love to come back and try the burgers in the future!"
stock-and-barrel-knoxville,Noel D.,"Knoxville, TN",7/1/2022,5.0,"Great place, limited seating but fantastic burgers. Definitely recommend trying if you're in the area visiting."
stock-and-barrel-knoxville,Amy F.,"Southlake, TX",4/9/2022,5.0,Did the Yelp check in and seated early! 10/10 burgers and shakes!!! Small place but efficient w seating and getting food out! Had the Farmhouse (egg and bacon) and the American w gluten free bun! This place is worth it!
stock-and-barrel-knoxville,Randill D.,"Columbia, SC",6/19/2022,5.0,"Good vibes, large portions and in the heart of downtown. Selection of bourbon is what brought this review to 5 stars!"
stock-and-barrel-knoxville,Lundy P.,"Miami Lakes, FL",6/26/2022,4.0,Food was really good as was the service. Only issues were lack of available seating and the menu could be a little more extensive to include some entrees. Otherwise good experience!
stock-and-barrel-knoxville,Alex G.,"Knoxville, TN",3/20/2021,3.0,Solid atmosphere. We sat outside which was really cool. The burger with pimento cheese is solid. The bread was kind of dry. Aioli fries were super greasy. Overall service was great - the food is just okay. We got the fired pickles as an app - super greasy as well. I would go back but not if I'm in the mood for anything remotely healthy.
stock-and-barrel-knoxville,Mike W.,"Murrieta, CA",5/8/2022,5.0,"Unmatched burgers and a cool bar area equates to an always solid experience at S&B. Their choice to feature local beef from Mitchell Farms is brilliant. Apps and sides are generous in portions and tasty. Will be back as there are some innovative burger options to try; yummy!They have a great selection of bourbon and whiskey as well, be sure to whet your whistle ;)"
stock-and-barrel-knoxville,Gregg H.,"Zeeland, MI",3/21/2022,4.0,"This is a really cool place to stop for some pretty good bar food and a drink in Market Square in Knoxville, TN. The real attraction is the impressive bourbon list. If your a fan, this is an important stop! The service is very good and the staff is really friendly. But, really, the bourbon is the highlight here. I'll make it a stop again when I'm in town."
stock-and-barrel-knoxville,Kassi S.,"Knoxville, TN",4/2/2022,3.0,"Pretty great burger overall but I was very disappointed with the fries , we ordered the duck fat fries and when our food came out they were supper greasy and not hot at all, I would say some of them were actually cold. The fired mushrooms were really tasty but I would definitely ask for extra honey drizzle because without that they are kind of one note and plain. The service could have been a little better, seemed to take forever to get our drinks originally but it got a little better after we orders. Over all it was an ok meal. I would get a burger there again but not the fries"
stock-and-barrel-knoxville,Rachel G.,"Nashville, TN",5/1/2021,4.0,Great Service! Super friendly bartender/ manager.The burger was delicious. I went with a Shroomin that horseradish sauce was amazing! The fries were just ok. I tried a local beer recommended by the bartender. It went great with the burger. TONS of options on barrel items! Definitely lives up to the hype!
stock-and-barrel-knoxville,Heather R.,"Knoxville, TN",3/10/2022,3.0,"3.5 starsThis was one of may favorite places to go in Knoxville. At one point i would say, exceeded the hype. Even when you waited hours for a table and then longer for food, it was always worth it. The food is still good. The service is may be better (that may be due to business not being what it used to). I feel like the burger patty size got smaller. When it is loaded up with the various delicious toppings, a smaller patty skews the ratio of toppings to meat. Today i had a Black and Blue. It was just salt. Salty patty, salty bacon, salty onion strings and no sign of the blue. Fries and onion rings still great. Another disappointment is the Bison burger. At 17-18$, no longer has the duck fat fries. Great beer selection even better bourbon selection. There are at least 10 places in town for a better burger now. I don't see me returning unless at someone else's request at this point."
stock-and-barrel-knoxville,Heather R.,"Knoxville, TN",4/20/2016,5.0,"I have been here many times. I am never disappointed. I could go on about the craft cocktails and beer selection, but let's be honest, it is about the food. I have had a couple of their apps which were good but a vague memory. The main attraction is the burger. I say my favorite is the Black and Blue until I have a Hurt Locker again. Last time I had the Bison with Bousin cheese, mushrooms and fried onions. It's now my favorite...until I go back and have something just as amazing. The fries are also some of the best I have ever had. Regular or duck confit. I  have never been brave enough to have dessert or a milk shake, only becasue I feel like someone needs to carry out after the burger and fries alone. Last words, believe the hype."
stock-and-barrel-knoxville,Debi L.,"Carrollton, TX",6/9/2022,4.0,Cool place.  If you love whiskey you'll be in heaven.   If you like good hamburgers you'd be in heaven.  I totally recommend this place.
stock-and-barrel-knoxville,Jenna W.,"Knoxville, TN",3/12/2022,2.0,"The vibe is super fun. Love the atmosphere but we can totally pass on the food. Fries and appetizer were great, burgers were mediocre at best. Flavor was bland, burger was way undercooked and we felt sick afterwards. This was our second time giving S&B a shot and it leaves us wondering what all the hype is about."
stock-and-barrel-knoxville,Jay S.,"Dallas, TX",7/23/2021,3.0,"Sometimes it can be tough living up to expectations. With a lot of people screaming from the rooftops about Stock & Barrel, I was expecting greatness. Unfortunately, S&B fell short. To begin with, I felt like the place is understaffed. The wait staff seemed to be having trouble keeping up with the demands of their tables and it showed on their collective faces. Our own waitress went AWOL a few times and I was tempted to ask a different waitress for assistance but then I got that 'I'm not your f*in server' look and I thought the better of it. A quick rundown: The Farmhouse (bacon, egg, cheese) went over well (7/10); the Bison (boursin, fried onions) was very good (8/10) although the much acclaimed duckConfit fries tasted identical to the regular fries (6/10); the Elvis (peanut butter, fried banana, bacon) was inedible (1/10) primarily due to the fact that the bananas were tasteless mush; and the kid's cheeseburger (2/10) seemed to be cut from a different quality of beef as it was very dense and tasteless. The onion rings (5/10) were adequate. The S'mores milkshakes (9/10),were epic though, as was the peanut butter pie (8/10)."
stock-and-barrel-knoxville,Dawn T.,"Irvine, CA",7/15/2022,5.0,We are working our way through the menu and so far the food is amazing everytime. Staff is also very friendly. We look forward to visiting every Friday night.
stock-and-barrel-knoxville,Greg M.,"Strongsville, OH",1/25/2022,5.0,"Found this place on Yelp and decided to give it a try for lunch.  Had the Carburetor salad.  Most interesting salad I've ever had.  More of an open faced burger.  Fried burger patty with pickles, red onion, cherry tomatoes and bacon atop a bed of fresh greens with thousand island dressing.  I'm here to tell you, it was fantastic!  Never had pickles on a salad before, but this was outstanding.  Paired it with a local IPA which was delicious.  Friendly and fast service as well.  Great place."
stock-and-barrel-knoxville,Donald R.,"Knoxville, TN",8/3/2021,4.0,"Our second time here. It's very small with limited seating, so it's tough to get in on the weekends without calling ahead. But, the bar accommodates a lot of people, and that's open seating. We were seated right away on this Sunday early evening. Their whiskey collection is impressive. And for those who don't like spirits, they have a selection of wine and draft beers. My wife had the Cabernet. I had Jefferson's Reserve. We shared the big chicken sandwich and substituted for the duck fat fries. Yummy!  The sandwich was giant and easy to share. It was cooked tender without too much breading. The place was busy but the service was very good. We will definitely return again."
stock-and-barrel-knoxville,Sam H.,"Blue Bell, PA",3/6/2021,5.0,"One damn great burger and fries. The farmhouse has an over easy egg on a deliciously prepped burger and cheddar cheese. With the aioli sauce and the duck fat fries, I died and went to heaven.The burger was juicy and flavorful. And when I bit into the yolk, the burger became more very and flavorful.  Although I prefer my fries well done, these fries were pliable but were very flavorful from the duck fat.If you want a great burger and fries, you really need to eat here."
stock-and-barrel-knoxville,Jessica M.,"Franklin, TN",7/31/2021,5.0,"Fantastic location right in the Market Square. Our party of six were seated immediately on a Thursday evening. Everything we ordered was delicious including the Elvis burger: banana, peanut butter, bacon (don't knock it until you've tried it!) We will definitely be back for more on our next trip to Knoxville."
stock-and-barrel-knoxville,Marette S.,"TN, TN",8/5/2022,5.0,The best burgers in town.  The onion rings are even better.
stock-and-barrel-knoxville,Rebecca C.,"Greensboro, NC",6/1/2022,5.0,Best burgers in existence. Long wait and completely worth it. Get on the wait list on Yelp! That helped tremendously.
